"station","year","month","atemp_nValid","atemp_min","atemp_median","atemp_max","atemp_mean","atemp_sd","atemp_iqr","rh_nValid","rh_min","rh_median","rh_max","rh_mean","rh_sd","rh_iqr","bp_nValid","bp_min","bp_median","bp_max","bp_mean","bp_sd","bp_iqr","wspd_nValid","wspd_min","wspd_median","wspd_max","wspd_mean","wspd_sd","wspd_iqr","maxwspd_nValid","maxwspd_min","maxwspd_median","maxwspd_max","maxwspd_mean","maxwspd_sd","maxwspd_iqr","wdir_nValid","wdir_min","wdir_median","wdir_max","wdir_mean","wdir_sd","wdir_iqr","totprcp_nValid","totprcp_total","dailyPAR_nValid","dailyPAR_min","dailyPAR_median","dailyPAR_max","dailyPAR_mean","dailyPAR_sd","dailyPAR_iqr"
"gtmpcmet",2006,11,2880,4.8,18,27.2,16.7810069444444,5.352587032474,8.3,2866,32,84,100,81.2240055826936,14.1670929624711,22,2880,1003,1017,1027,1016.95243055556,5.05133367145814,7,2880,0,2.1,10,2.66548611111111,1.94425162639689,2.325,2880,0,3.9,13.9,4.38447916666667,2.71607824019486,3.9,2880,0,244,360,202.855208333333,106.652364517617,181,2880,50.5,30,6579.4,26172.9,33145,24793.1833333333,7006.4794742307,10083
"gtmpcmet",2006,12,2976,2.8,17.9,27.8,17.2238239247312,4.20912657395114,4.8,2963,42,91,100,87.7991900101249,11.3153722687334,16,2976,1007,1022,1032,1021.95362903226,4.58685006822624,6,2976,0,2,9.3,2.29596774193548,1.77633477926733,2.3,2976,0,3.3,13.6,3.70228494623656,2.47279547604354,3.4,2976,0,161,360,171.641465053763,120.288365627277,225,2976,95.1,31,3628.6,22013.1,27466.7,19963.7548387097,5987.12987242016,8589.3
"gtmpcmet",2007,1,2976,-1.5,16,27.5,15.3159946236559,5.71593728482081,8.6,2976,27,83,99,80.5981182795699,15.006053114373,22,2976,1006,1021,1031,1021.24428763441,4.44103867364022,6,2976,0,2,8.6,2.32244623655914,1.58394259629856,1.9,0,,,,,,,2976,0,213,360,193.715725806452,109.803998800662,188.25,2976,45.3,31,3354.5,23264.9,32882.4,22491.3967741935,7298.2530511296,10207.05
"gtmpcmet",2007,2,2687,-0.2,13,26.1,13.6269817640491,5.57710635966574,8.3,2687,20,76,100,73.5217714923707,19.2541925342077,30,2687,1005,1018,1031,1018.08224786007,5.66832137158814,7,2687,0,1.7,6.7,2.01972459992557,1.32514973320554,1.6,0,,,,,,,2687,0,244,360,215.340528470413,97.1911654524936,120,2687,231.7,28,12796.2,32380.9,41250,30368.9785714286,8046.48147261605,14556.475
"gtmpcmet",2007,3,2976,4.3,18.6,25.7,17.4914650537634,4.45694183174421,6.4,2976,27,85,100,80.7489919354839,16.0392323311741,25,2976,1006,1022,1030,1021.09173387097,5.04167361345553,5,2976,0,2.4,8.4,2.48450940860215,1.63457145040101,2.4,0,,,,,,,2976,0,139,360,158.945228494624,106.873339109991,198,2976,97.4,31,6829.9,43064.7,49037.3,39491.8032258064,11274.1800292374,8356.15000000001
"gtmpcmet",2007,4,2880,5.8,19.4,30.9,19.2176736111111,4.8007159943152,6.6,2880,20,72,99,69.8711805555556,18.5643011777115,29,2880,1001,1016,1027,1015.371875,5.19540776581338,8,2880,0,2.2,9.1,2.5565625,1.6906497626416,2.2,0,,,,,,,2880,0,207,359,190.163194444444,94.7606027313793,145.25,2874,31.2,30,10545.8,48317.95,56317.4,44364.35,11251.6883844695,9505.325
"gtmpcmet",2007,5,2976,13.5,23.1,27.4,22.7242607526882,2.47196097258196,3,2976,43,74,99,75.2184139784946,12.3063969279898,20,2976,1007,1018,1025,1016.84879032258,4.18769528661048,6,2976,0,3.7,11.2,3.76186155913978,2.16121824398616,2.6,0,,,,,,,2976,0,97,360,130.998319892473,95.3230209157474,117.25,2976,17.1,31,23658.4,52030.3,58558.1,49324.0709677419,9311.69520055983,11528.1
"gtmpcmet",2007,6,2880,19,25.8,32.4,25.5503819444444,2.70636107483937,4.1,2880,41,80,98,80.0434027777778,10.9771554545402,16,2880,998,1015,1024,1014.959375,4.25107496672299,5,2880,0,2.6,11.8,2.59975694444444,1.5028154461948,2.5,0,,,,,,,2880,0,137,356,155.942361111111,79.2367954774511,134,2880,111.6,30,21277.1,55360.05,60714.2,48884.11,12069.1350748682,17163.075
"gtmpcmet",2007,7,2976,19.2,26,35.3,26.4791666666667,2.87487103595785,4.5,2976,39,85,98,82.1367607526882,11.7935652355823,19,2976,1009,1016,1020,1015.63172043011,2.22365930461275,2,2976,0,1.6,8.4,2.06720430107527,1.50643874553377,1.7,0,,,,,,,2976,0,200,358,186.138440860215,73.3337368619634,119,2975,241.5,31,22227.6,40991.8,56187.8,40725.9774193548,9602.38835667841,15823.5
"gtmpcmet",2007,8,2968,21.4,27.9,35.2,27.6602425876011,2.90413676020733,5.1,2968,44,81,98,80.605795148248,11.8706484808851,20,2968,1010,1015,1021,1015.44339622642,2.43323318163804,4,2968,0,1.6,5.7,1.9266846361186,1.27160090029024,2,0,,,,,,,2968,0,178,359,171.311994609164,75.7043258927672,120,2968,38.5,31,14067.1,48152.7,53625.9,45881.9548387097,8088.03503090991,6343.85
"gtmpcmet",2007,9,2880,21.2,26.5,32.1,26.1474305555556,2.28516676491918,3.8,2880,53,83,100,83.3447916666667,10.6661847119522,19,2880,1008,1016,1022,1016.040625,2.45177501429808,3,2880,0,2.9,11.9,3.04951388888889,2.05464251379176,3.3,0,,,,,,,2880,0,95,360,125.773958333333,88.2753630271032,150.25,2880,281.2,30,7460.8,39147.05,48486.9,35039.8166666667,10856.2242363408,13858.625
"gtmpcmet",2007,10,2976,15.3,25.1,32.1,24.64375,2.79701423940998,3.2,2976,48,84,99,81.0648521505376,11.353339323444,17,2976,1006,1015,1023,1014.95228494624,3.44538295183986,5,2976,0,3.4,10.7,3.55863575268817,2.17009607975005,3.1,0,,,,,,,2976,0,94,360,127.084005376344,89.5344654518576,125.25,2976,122.6,31,7515.3,32286.9,39747.3,27462.0290322581,10541.1277782849,13243.05
"gtmpcmet",2007,11,2880,3.8,18.6,28,17.6412847222222,4.47753844813671,5.8,2880,26,84,100,79.8065972222222,15.9546212457206,24,2880,1009,1020,1026,1019.37326388889,3.25354117172525,4,2880,0,2.2,9.6,2.63048611111111,2.05082209047196,2.4,0,,,,,,,2880,0,218,360,176.030208333333,125.732786961952,254,2880,14.2,30,9095,29496.55,34289.5,27270.0566666667,6912.2371743853,7061.9
"gtmpcmet",2007,12,2976,1.2,17.8,27.7,17.0899865591398,4.77014037456935,5.7,2862,32,91,100,86.3885394828791,13.2916882792928,20,2976,1007,1020,1028,1019.7063172043,4.59752659979452,7,2976,0,1.8,7.7,2.04354838709677,1.50904679458463,2.1,0,,,,,,,2976,0,222,360,187.222446236559,116.833937656976,231,2976,52.2,31,8430,23873.1,27205.6,22823.4258064516,4608.47310353207,5815.3
"gtmpcmet",2008,1,2976,-1.4,14.2,26.6,13.7976478494624,5.08842824736218,6.6,2953,27,87,100,81.563156112428,17.7852904206604,26,2976,1009,1021,1038,1021.64280913978,6.21457506448603,9,2976,0,2.1,8.7,2.45846774193548,1.80702146987038,2.2,0,,,,,,,2976,0,222,360,193.689852150538,120.693651686784,231,2976,41.4,31,7294.4,22736.1,30009,20563.0322580645,7049.03765060107,12103.95
"gtmpcmet",2008,2,2784,0,16.5,28.6,15.7273347701149,5.53550879723506,7,2779,29,86,100,81.1327815761065,16.8125866020065,23,2784,1005,1019,1031,1018.92420977011,5.2995436471404,8,2784,0,1.7,8.1,1.90064655172414,1.33930852907115,1.9,0,,,,,,,2784,0,213,360,190.308548850575,95.4649645293109,126,2784,80.4,29,12473.5,29033.7,39666.7,27769.6413793103,7480.64319816328,7098.9
"gtmpcmet",2008,3,2976,3.7,17.9,29.9,17.3144489247312,4.64221327596819,5.7,2976,18,79,100,76.4613575268817,17.7932624026515,28,2976,1007,1019,1030,1018.93649193548,5.35367609432623,8,2976,0,2.6,8.7,2.73588709677419,1.76555723658338,2.7,0,,,,,,,2976,0,173,360,171.665658602151,97.8758711912617,159,2976,75.2,31,6602.7,35285.4,48196,33877.7580645161,10686.329672648,11151.1
"gtmpcmet",2008,4,2880,5.9,19.9,31,19.5498263888889,3.95199748181619,4.125,2880,25,82,99,77.6569444444444,16.9248493308982,27,2880,1011,1017,1024,1016.88680555556,3.08054989221968,5,2880,0,2.5,9.6,2.875625,1.93965123600414,2.8,713,0,4.5,12.4,4.44333800841515,2.44635444651947,3.5,2880,0,167,360,159.285069444444,104.45309521351,193,2880,40.4,30,15455.8,43302.55,53957.8,41176.2333333333,10220.452994763,14847.125
"gtmpcmet",2008,5,2975,13.9,23.6,33.3,23.7107226890756,3.38696659052696,4.15,2975,21,74,99,73.2833613445378,15.9891326407895,24,2975,1004,1015,1021,1014.23764705882,4.02551477155356,7,2975,0,2.8,7.3,2.72033613445378,1.47834624519009,2.5,2975,0,4.9,12.3,4.72329411764706,2.31244373003729,3.6,2975,0,185,356,175.899495798319,81.21763531956,138,2975,18.8,31,19177.1,49235.4,59070.9,47934.2451612903,9189.88480554712,8131.39999999999
"gtmpcmet",2008,6,2880,18.4,25,33.9,25.1638541666667,2.98720480941233,5.5,2880,37,86,100,83.8479166666667,11.7621942738952,21,2880,1008,1017,1025,1017.10972222222,3.24207574715987,4.25,2880,0,1.4,7.1,1.92329861111111,1.3877805770021,1.925,2880,0,2.9,19.1,3.34708333333333,2.04247834357008,3.2,2880,0,192,359,184.265277777778,66.3142374782068,106,2880,197.5,30,26618.7,43713.05,58136.9,43982.1033333333,9003.06427556688,14148.85
"gtmpcmet",2008,7,2976,19.8,25.1,34.5,25.5547043010753,2.86215022536078,4.3,2976,45,88,100,85.7036290322581,11.9808334442548,19,2976,1009,1017,1021,1016.48017473118,2.47873851822407,3,2976,0,1.3,6.7,1.6942876344086,1.17344324046081,1.3,2976,0,2.6,11.6,3.05036962365591,1.74114418030493,2.4,2976,0,205,360,192.655913978495,64.2733334824473,87,2976,112.7,31,26781,40021.1,50311.1,39035.4419354839,6411.57193792465,7733.1
"gtmpcmet",2008,8,2976,21.1,25.8,35.1,26.1108870967742,2.59305778149523,3.5,2976,38,90,100,86.3575268817204,12.2893626394256,15,2976,994,1013,1019,1012.14885752688,3.88329999644422,3,2976,0,1.9,14.1,2.76014784946237,2.54917706509878,2.5,2976,0,3.6,20.6,4.56112231182796,3.56852307332694,3.6,2976,0,187,360,172.538306451613,78.0125386023385,126.25,2976,237.4,31,6635.3,36422.4,51326.8,33433.9129032258,11601.1058651246,17829.15
"gtmpcmet",2008,9,2863,16.6,26.4,32.7,25.8750611246944,2.63818644723312,3,2863,38,84,99,82.3608103388055,10.3239675368683,13,2863,1002,1015,1019,1014.77890324834,2.93411497091433,4,2863,0,3.3,10.6,3.40576318546979,2.2616091458352,3,2863,0,5.2,15.5,5.18634299685644,2.98409925466582,3.9,2863,0,110,360,129.355920363255,91.4760860807377,160.5,2863,122.5,30,9641.6,35539.35,46502.2,33672.3666666667,9536.411227585,9813.2
"gtmpcmet",2008,10,2976,4.6,23.1,30.9,21.6575940860215,4.88803197577377,5.4,2976,29,75,100,75.835685483871,15.40660831915,23,2976,1007,1019,1031,1018.57358870968,4.53697726614014,5.25,2976,0,3,8.9,3.17661290322581,1.92532631812952,2.9,2976,0,4.9,12.9,5.00685483870968,2.67507764192924,4,2976,0,97,360,144.495967741935,107.026235614385,202,2976,62.9,31,8186.1,29228.5,39244.5,27653.9516129032,7094.4038578714,8002.35
"gtmpcmet",2008,11,2880,2,16.4,28.5,15.5752430555556,5.62366683147402,8.8,2880,30,83,100,78.7798611111111,16.3783041703713,24,2880,1000,1019,1033,1018.634375,5.69863748774581,7,2880,0,2.1,8.5,2.45621527777778,1.64199498557696,2.2,2880,0,3.8,12.4,4.12190972222222,2.34542466195806,3.4,2880,0,241,360,205.323263888889,112.737030664844,202.25,2880,18.1,30,12195.2,20400.45,34137.1,21327.46,4889.03969786607,5766.325
"gtmpcmet",2008,12,2976,3.4,16.5,25.9,16.0388440860215,4.86705576362865,5.9,2952,29,85,100,81.595189701897,15.9314361555458,25,2976,1006,1023,1031,1021.68682795699,4.87518579368995,6,2976,0,1.7,7.6,1.97862903225806,1.41546806778115,1.9,2976,0,3,11.8,3.43645833333333,2.24608973165211,3.4,2976,0,220,360,194.149193548387,99.1884375175078,148,2976,26.3,31,6101.5,18983.6,24944,18226.6967741935,4542.23926329176,4996.85
"gtmpcmet",2009,1,2976,-3.6,13.9,26.5,12.7840389784946,6.29562718327166,8.7,2976,19,81,100,76.7284946236559,19.4306404800298,32,2976,1000,1020,1034,1019.83938172043,5.93293682041878,8,2976,0,1.6,7.5,1.92395833333333,1.36082794506816,1.7,2976,0,3,11.7,3.4917002688172,2.22647515043604,3,2976,0,231.5,360,212.395497311828,90.8685290940653,99,2976,63.4,30,0,19510.3,28273.8,17412.9133333333,8233.4028633883,8215.825
"gtmpcmet",2009,2,2688,-2.7,13.6,27.2,12.9801339285714,6.21642299327602,8,2688,25,75,99,73.4278273809524,19.2407813248007,35,2688,1008,1022,1036,1022.38355654762,6.03566971999703,8,2688,0,2,7.9,2.11183035714286,1.4390848871708,2.2,2688,0,3.5,11.2,3.6625744047619,2.29492530769293,3.8,2688,0,213.5,360,186.56212797619,99.7776158164899,163.25,2688,28.2,28,8039,28537.2,34694.8,26105.6142857143,7055.69225580859,6837.85
"gtmpcmet",2009,3,2976,2.1,18,30.5,17.4344422043011,4.90031107481309,5.425,2976,28,81,100,79.2362231182796,15.0403260194846,23,2976,1006,1021,1031,1020.10685483871,5.3813253236623,6,2976,0,2.8,9.3,2.90050403225806,1.90272597407528,3,2976,0,4.8,12.1,4.68037634408602,2.7351686521669,4.3,2976,0,151,360,153.07560483871,95.843766408139,179,2975,32.6,31,17257.5,32019.6,37502.4,30802.6483870968,5017.08533857863,6674.45
"gtmpcmet",2009,4,2880,3.1,21,29.6,20.3362152777778,4.34010965756753,5.1,2880,17,74,99,71.7649305555556,18.5094801051744,23,2880,1002,1017,1028,1017.50381944444,6.02484026662249,10,2880,0,2.6,8.8,2.75090277777778,1.61647020162444,2.4,2880,0,4.8,14.4,4.75815972222222,2.48712616140252,3.8,2880,0,185,358,178.041319444444,78.3437444882916,135,2878,72.1,30,12441.8,39175.4,47097,36927.76,8846.05430868124,9444.64999999999
"gtmpcmet",2009,5,2976,16.6,23.1,31.2,23.3281922043011,2.51007815165481,3.8,2976,38,87,99,84.383064516129,11.0587629264184,16,2976,1009,1015,1024,1015.51344086022,2.808597985454,3,2976,0,2.4,12.9,3.01364247311828,2.40892640514584,3,2976,0,4.3,17.9,4.75332661290323,3.26551562410461,4.1,2976,0,142,360,153.665994623656,72.6712963313066,103,2976,451,31,0,39194.7,49963.2,33832.5225806452,13712.2215204955,16714
"gtmpcmet",2009,6,2880,18,26.1,35.7,26.2684027777778,3.25404734506494,4.8,2880,45,85,99,82.7166666666667,12.2949002042151,20,2880,1004,1013,1019,1012.04340277778,3.09452645962206,4,2880,0,1.7,10.9,1.91604166666667,1.15329976097251,1.6,2880,0,3.2,19.1,3.44895833333333,1.81031133200653,2.6,2880,0,208.5,359,195.383680555556,72.0856342880756,106,2880,130.7,30,8274,35167.05,45980.4,33868.74,7816.81112340796,8858.95
"gtmpcmet",2009,7,2976,20.9,25.5,33.9,26.0589717741935,2.87571930080426,4.825,2976,40,87,99,84.6659946236559,11.6724771251557,19,2976,1008,1016,1022,1015.95766129032,2.65346865569386,3,2976,0,1.4,6,1.71518817204301,1.11790522810888,1.3,2976,0,2.8,13.5,3.19653897849462,1.7703168164905,2.5,2976,0,216,359,202.01310483871,61.5983970349968,68,2976,135.9,31,11784.8,30767.2,39202.1,30162.1387096774,7497.37080767551,10950.9
"gtmpcmet",2009,8,2976,20.9,26.7,32.9,26.5068548387097,2.53025259716807,4.5,2976,51,88,100,85.9993279569892,10.0082654690744,17,2976,1010,1017,1023,1016.69086021505,2.58980492421642,3,2976,0,1.5,6,1.78736559139785,1.2119939742808,1.9,2976,0,2.8,10,3.05635080645161,1.80913461551691,2.9,2976,0,166,359,166.340725806452,78.3408079242825,127.25,2958,163.1,31,16158.6,29418.9,37214.8,29980.0838709677,4696.67531991846,5382.45
"gtmpcmet",2009,9,2880,15.4,26.6,31.7,26.0935763888889,2.41418402994884,3,2880,31,83,100,82.6347222222222,10.8508747288871,13,2880,1008,1015,1019,1014.90208333333,1.99864381771932,2,2880,0,2.5,10.1,2.469375,1.42587351276361,2.2,2880,0,4.1,18.7,3.93881944444444,1.98969034212828,3,2880,0,88,359,125.922916666667,97.9015016474978,180.25,2864,207,30,18437.1,32579.7,40245.1,31768.85,6183.2000807388,7766.625
"gtmpcmet",2009,10,2967,9,24.6,32.9,23.7166498146276,4.51605353687586,4.5,2967,38,84,99,81.7856420626896,12.3186462445078,19,2967,1006,1015,1024,1015.29457364341,3.34761429305162,4,2967,0,2,7.2,2.15588136164476,1.36167993381615,1.8,2967,0,3.6,10.3,3.70178631614425,1.97991946720138,2.9,2967,0,185,360,172.674418604651,96.496499100374,158,2966,14.6,31,13213.2,28572.2,33897,26807.7290322581,5880.90333940819,8249.2
"gtmpcmet",2009,11,2880,4.8,19.8,27,18.4937847222222,4.42777000140218,6.2,2880,39,85,100,81.6732638888889,13.9353883099676,22,2880,1003,1017,1024,1016.37222222222,4.16718093387657,4,2880,0,2.4,7,2.59875,1.59121148094003,2.4,2880,0,4.1,10.1,4.24440972222222,2.3030289489897,3.5,2880,0,225,360,178.609722222222,122.488058732482,250,2879,14.3,26,0,19064.45,28959.1,16117.5076923077,10001.3138664447,16416.775
"gtmpcmet",2009,12,2976,1,16.5,28.6,15.4809811827957,5.70871259633422,8.6,2976,39,87,100,83.7842741935484,12.7405592536151,18,2976,998,1019,1028,1017.78931451613,5.45745655049513,8,2976,0,2,7.9,2.30450268817204,1.50078519101589,1.9,2976,0,3.7,11.6,4.02022849462366,2.2413413034451,3.1,2976,0,233,360,202.605174731183,108.79956296302,174.25,2976,80.9,31,3013.9,16451.6,23714.7,14641.7,5802.12184859987,9738.35
"gtmpcmet",2010,1,2976,-3.7,9.8,23.1,9.69163306451613,6.86141131728575,11.2,2970,21,80,100,76.0026936026936,20.3834575414546,31,2976,1003,1019,1032,1018.77620967742,5.88086072832341,8,2976,0,1.9,7.3,2.14788306451613,1.42756143529152,1.7,2976,0,3.5,11.7,3.86411290322581,2.30541833518122,3.1,2976,0,252,360,217.616935483871,101.436978500006,134,2976,177.1,31,3317.6,19989.3,28390.3,17648.8903225806,7414.57255020386,7597.95
"gtmpcmet",2010,2,2688,-0.3,10.5,24.5,10.4489211309524,5.11046114618234,8.3,2620,21,82,100,76.2435114503817,19.7694485436878,27,2688,997,1015,1023,1014.5665922619,4.79307899442393,6,2688,0,2,6.6,2.13098958333333,1.25828383780842,1.7,2688,0,3.6,12.8,3.87842261904762,2.16980912655148,3.2,2688,0,260.5,360,219.952380952381,104.328361963904,143,2688,92.8,28,2466.3,23182.05,33834.6,21143.5571428571,9163.70085801213,15560.875
"gtmpcmet",2010,3,2976,1.8,14.6,25.9,14.145497311828,4.79499878336061,6.925,2953,28,79,100,75.3308499830681,18.5308992629997,29,2976,998,1015,1025,1013.70194892473,5.51638137072723,8,2976,0,2,6.9,2.20816532258065,1.22677572654805,1.7,2976,0,3.8,13,4.04912634408602,2.19125363976417,3,2976,0,243,360,206.222110215054,86.3124521141977,124,2976,111.8,31,2258.4,30980.8,40721.1,27584.9774193548,10538.1686570204,13721.7
"gtmpcmet",2010,4,2880,10.2,20,29.1,19.8290972222222,3.49044553342484,4.025,2879,28,84,100,80.8086141021188,14.4832647232307,22,2880,999,1017,1028,1016.63854166667,5.76266510320516,8,2880,0,2.6,7.3,2.60725694444444,1.57815478821135,2.3,2880,0,4.3,11.1,4.27704861111111,2.31248276943681,3.5,2880,0,142,359,146.222569444444,92.2562056412916,166,2880,44.5,30,17284.5,36220.85,44799.6,34506.3233333333,7183.12932692763,8063.95
"gtmpcmet",2010,5,2976,17.2,24.3,32.6,24.3466733870968,2.44771112884322,3.8,2976,40,82.5,100,81.8797043010753,11.9280043924574,18,2976,1008,1015,1025,1015.93581989247,3.99271359881625,5,2976,0,2.6,6.9,2.69704301075269,1.65231632457855,2.7,2976,0,4.4,10.6,4.36666666666667,2.33731536966129,3.7,2976,0,137,360,152.442876344086,76.3119213546161,98,2976,123.1,31,16008.7,43895.7,49938.5,42760.9903225806,7262.14386758965,5180.3
"gtmpcmet",2010,6,2876,19.6,26.7,35.3,26.634909596662,2.99109490358617,5,2876,43,83,99,82.1696801112656,11.9509897149651,20,2876,1011,1016,1022,1016.11961057024,2.35027132301145,4,2876,0,1.6,6.7,1.87906815020862,1.28130909995005,2.1,2876,0,3,10.5,3.22927677329624,1.87221839079958,3,2876,0,179.5,357,173.481919332406,70.5350682064517,109,2876,28.2,30,25608.8,40377.45,52036.2,39840.9566666667,6192.57372930553,5971.15
"gtmpcmet",2010,7,2976,20.9,27.2,36.1,27.3609879032258,2.91430206676045,4.7,2976,41,85,99,82.8440860215054,12.6264182950939,20,2976,1009,1017,1022,1016.75436827957,2.56881381986537,2,2976,0,1.8,6.3,2.07096774193548,1.33415275263458,2.1,2976,0,3.3,10.5,3.51891801075269,1.9713037886701,3.1,2976,0,153,356,161.930443548387,75.1938237268217,118,2976,72.5,31,18527.5,40889.5,50725.2,39312.6548387097,7710.60138276467,8088.85
"gtmpcmet",2010,8,2976,22.9,27,33.8,27.401747311828,2.50014795622539,4.3,2976,54,85,99,84.5178091397849,10.744943014041,19,2976,1009,1014,1022,1014.37163978495,2.50692931442281,3,2976,0,1.7,6.6,2.06461693548387,1.36296811103549,2.2,2976,0,3.4,10.8,3.61938844086021,2.06393043389397,3.3,2976,0,185,360,171.746975806452,74.9426816778641,117,2976,61.9,31,19642.7,35916.9,46162.7,34179.4612903226,6210.50137308722,8022.45
"gtmpcmet",2010,9,2880,18.8,26.6,33.8,26.4073263888889,2.44031038326135,3.6,2880,47,80,100,80.2545138888889,12.4336158944051,20,2880,999,1015,1022,1014.25659722222,4.64357895521283,4,2880,0,2.3,6.6,2.32940972222222,1.38429876948521,2.4,2880,0,4.1,10.9,3.83604166666667,2.02475294270332,3.4,2880,0,124,360,150.013194444444,85.7548698736982,146,2880,27.4,30,13792.3,31794.4,40773.1,30527.55,6802.87539017953,8848.675
"gtmpcmet",2010,10,2956,10.8,22.6,30.6,21.7144451962111,4.14683102011011,6.4,2956,20,74,100,73.0622462787551,16.9652231793288,28,2956,1005,1016,1023,1015.88802435724,3.22353528234083,4,2956,0,1.9,7.5,2.22144790257104,1.56169461983123,2.1,2956,0,3.3,12.5,3.64238836265223,2.23219018182534,3.2,2956,0,191,360,177.497293640054,101.881499424534,174,2953,10,31,16481.2,33559.7,42190.2,32866.8,5576.07922648163,5632.89999999999
"gtmpcmet",2010,11,2880,4.3,19.2,28.5,17.9304513888889,4.89471006972001,7.2,2880,15,78,100,78.1010416666667,16.535242362012,26,2880,999,1019,1027,1018.45763888889,4.99797916593504,6,2880,0,2,7.8,2.2625,1.51918036986371,2,2880,0,3.7,11.5,3.78006944444444,2.24727970216917,3.3,2880,0,200,360,178.085763888889,107.528349237101,194.25,2880,38.8,30,11690.5,23571.15,31722.4,22854.81,5475.64726228151,7617.975
"gtmpcmet",2010,12,2976,-4.2,9.1,25.1,8.72116935483871,6.07875834100058,9.1,2976,13,70,100,68.6592741935484,21.8065945158934,36,2976,1002,1019,1027,1017.86995967742,4.34173316263406,5,2976,0,2,8.6,2.22352150537634,1.43089247517196,1.8,2976,0,3.7,12.9,4.05514112903226,2.36120047381727,3.4,2976,0,269,360,240.093413978495,91.7230651617147,81,2976,9.7,31,4422.5,19631.4,27547.6,18394.5451612903,5467.10346453151,5234.4
"gtmpcmet",2011,1,2976,-2.9,11.1,24.8,11.1234879032258,4.97040275985234,6.325,2975,26,83,100,78.9801680672269,18.0443098601985,27,2976,1004,1018,1032,1017.37903225806,6.02767989461121,9,2976,0,1.7,7,2.08729838709677,1.43238179491272,1.9,2976,0,3.3,11.5,3.69136424731183,2.23421883486583,3.2,2976,0,247,360,208.591061827957,111.998282283113,158.25,2976,87.1,31,5344.4,18588.6,26669.1,18327.5129032258,5204.44353315779,4460.55
"gtmpcmet",2011,2,2688,1.5,14.6,28.8,14.78359375,5.49925279914059,7.2,2643,24,89,100,83.4884600832387,16.8738068861592,18,2688,1010,1020,1029,1019.68601190476,3.78413598704483,6,2688,0,1.8,7.6,2.10412946428571,1.43468441681923,1.9,2688,0,3.3,12.3,3.64821428571429,2.15747645703528,3.025,2688,0,220,360,196.65662202381,104.272031328411,147,2688,66,28,5247.4,24521,33406.5,22239.375,8747.48398220777,13217.2
"gtmpcmet",2011,3,2976,2.2,18,31.3,17.8586021505376,4.60052608555233,4.7,2976,21,82,99,77.1041666666667,17.1984336626386,25,2976,1002,1021,1028,1018.8501344086,5.52729392498615,9,2976,0,2.4,7.7,2.52409274193548,1.52142597313579,2.2,2976,0,4.3,13.3,4.33424059139785,2.27637046236509,3.6,2976,0,193,360,177.886088709677,96.4771482222605,148,2976,78.7,31,5275.7,33558.1,43788.7,30288.9161290323,9550.56308961577,10361.6
"gtmpcmet",2011,4,2880,8.7,22.3,32.8,21.5042013888889,4.43618403382189,5.8,2880,30,79,99,77.1149305555556,15.8290730840966,25,2880,1005,1017,1024,1016.69652777778,3.1486703213514,5,2880,0,2.1,7.3,2.35878472222222,1.53330941832574,2.3,2880,0,3.8,12,4.00711805555556,2.33994594450892,3.6,2880,0,170,360,176.758680555556,76.011404975468,114,2880,17.4,30,18002,41398.2,51950.6,40279.8233333333,6608.28309507161,6872.87499999999
"gtmpcmet",2011,5,2976,12.3,23.5,33.4,23.2854502688172,3.57970657436254,4.8,2976,31,77,98,75.6051747311828,15.4790297864279,22,2976,1004,1015,1023,1014.99596774194,4.35345710642088,5,2976,0,2.4,7.1,2.50853494623656,1.53369145630668,2.5,2976,0,4.3,13.9,4.19868951612903,2.27346438258036,3.7,2976,0,158,360,163.938508064516,74.7587711544919,121,2976,12.7,31,24867.6,45721.6,55320.6,44898.4967741935,7619.68446886019,8636.8
"gtmpcmet",2011,6,2880,19.1,25.6,34.7,25.7411805555556,3.04207818139618,4.6,2880,36,81,99,80.3934027777778,12.3725776996801,20,2880,1009,1015,1020,1015.15902777778,2.13922863636837,3,2880,0,1.8,9.9,2.11819444444444,1.37904812995835,2.2,2880,0.2,3.4,15.9,3.61392361111111,2.01715047220271,3.2,2880,0,176,360,172.366319444444,73.7943184504273,117,2880,34.5,30,24396.5,43152.45,55243.6,42050.81,8548.52926133879,11816.775
"gtmpcmet",2011,7,2976,21.1,26.55,33.7,26.7273185483871,2.77769682732714,4.6,2976,48,84,100,82.8548387096774,12.0311820402195,21,2976,1010,1016,1021,1015.41969086022,2.24984078731496,3,2976,0,1.6,5.7,1.92973790322581,1.27852832881587,2.1,2976,0.1,3,12,3.31407930107527,1.85642831167764,3.2,2976,1,179,358,166.695228494624,76.4557159071324,120,2976,142.3,31,16635.5,40862,51666.1,39055.9741935484,8969.96064814734,11361
"gtmpcmet",2011,8,2976,21.8,27.2,36.6,27.4019825268817,3.02638916241512,4.8,2976,36,84,99,82.0655241935484,13.2919160721089,21,2976,1004,1013,1019,1012.21807795699,3.18069108319148,3,2976,0,1.6,8.1,1.96609543010753,1.33683798870053,1.8,2976,0,3.2,13.2,3.52211021505376,2.06709678663761,2.9,2976,0,206,360,190.004032258065,73.8036959098521,112.25,2970,103.2,31,20995.6,39678.5,48373,37766.5032258065,7222.09461774463,10128.55
